.species.name,tax.id,phage.nonphage,source,source.version,acc
Streptomyces phage BillNye,2079426,phage,NCBI Refseq,209,NC_042105
Streptomyces phage Bing,2079427,phage,NCBI Refseq,209,NC_042106
Lactobacillus phage Bacchae,2079429,phage,NCBI Refseq,209,NC_047924
Lactobacillus phage Maenad,2079431,phage,NCBI Refseq,209,NC_047931
Lactobacillus phage Nyseid,2079432,phage,NCBI Refseq,209,NC_047925
Lactobacillus phage Semele,2079433,phage,NCBI Refseq,209,NC_047926
Escherichia phage YZ1,2079534,phage,NCBI Refseq,209,NC_047927
Pseudomonas phage NV1,2079543,phage,NCBI Refseq,209,NC_042107
Pseudomonas phage phiNV3,2079544,phage,NCBI Refseq,209,NC_047933
Mycobacterium phage Acme,2079563,phage,NCBI Refseq,209,NC_052411
Gordonia phage Brandonk123,2079564,phage,NCBI Refseq,209,NC_042108
Mycobacterium phage Frankie,2079565,phage,NCBI Refseq,209,NC_051660
Mycobacterium phage Pippin,2079571,phage,NCBI Refseq,209,NC_052454
Microbacterium phage Eleri,2079581,phage,NCBI Refseq,209,NC_042109
Microbacterium phage Hamlet,2079583,phage,NCBI Refseq,209,NC_042110
Microbacterium phage Ilzat,2079584,phage,NCBI Refseq,209,NC_042111
Salmonella phage vB_SpuP_Spp16,2081603,phage,NCBI Refseq,209,NC_047941
Escherichia phage vB_EcoM-G28,2081604,phage,NCBI Refseq,209,NC_054916
Mycobacterium phage Fajezeel,2081623,phage,NCBI Refseq,209,NC_052430
Mycobacterium phage Priscilla,2081627,phage,NCBI Refseq,209,NC_051702
Escherichia phage EcS1,2083276,phage,NCBI Refseq,209,NC_055721
Mycobacterium phage LaterM,2094136,phage,NCBI Refseq,209,NC_051621
Mycobacterium phage Paola,2094139,phage,NCBI Refseq,209,NC_051595
Mycobacterium phage Alexphander,2094143,phage,NCBI Refseq,209,NC_051632
Rhodococcus phage Finch,2094144,phage,NCBI Refseq,209,NC_054724
Anoxybacillus phage A403,2099336,phage,NCBI Refseq,209,NC_048701
Erwinia phage vB_EamM-Bue1,2099338,phage,NCBI Refseq,209,NC_048702
Escherichia phage Ebrios,2099356,phage,NCBI Refseq,209,NC_047942
Klebsiella phage myPSH1235,2099390,phage,NCBI Refseq,209,NC_047944
Microbacterium phage Pikmin,2099444,phage,NCBI Refseq,209,NC_042119
Mycobacterium phage Ruotula,2099448,phage,NCBI Refseq,209,NC_052460
Mycobacterium phage Scowl,2099449,phage,NCBI Refseq,209,NC_052410
Klebsiella phage JY917,2099585,phage,NCBI Refseq,209,NC_049843
Microbacterium phage Golden,2099624,phage,NCBI Refseq,209,NC_042117
Microbacterium phage Koji,2099625,phage,NCBI Refseq,209,NC_042118
Mycobacterium phage Corvo,2099631,phage,NCBI Refseq,209,NC_052427
Mycobacterium phage Ichabod,2099633,phage,NCBI Refseq,209,NC_052433
Mycobacterium phage MPlant7149,2099635,phage,NCBI Refseq,209,NC_052446
Mycobacterium phage Mendokysei,2099637,phage,NCBI Refseq,209,NC_051726
Mycobacterium phage Ogopogo,2099640,phage,NCBI Refseq,209,NC_051692
Mycobacterium phage Bob3,2099646,phage,NCBI Refseq,209,NC_052424
Pseudomonas phage vB_PaeM_LS1,2099648,phage,NCBI Refseq,209,NC_048699
Pantoea phage vB_PagS_Vid5,2099652,phage,NCBI Refseq,209,NC_042120
Klebsiella phage KP8,2099850,phage,NCBI Refseq,209,NC_048700
Xanthomonas phage XPP1,2099853,phage,NCBI Refseq,209,NC_054458
Xanthomonas phage XPV1,2099860,phage,NCBI Refseq,209,NC_054459
Synechococcus virus S-PRM1,2100130,phage,NCBI Refseq,209,NC_055761
Escherichia phage SH2026Stx1,2108115,phage,NCBI Refseq,209,NC_049919
Xanthomonas phage RiverRider,2108116,phage,NCBI Refseq,209,NC_048703
Gordonia phage Waits,2108120,phage,NCBI Refseq,209,NC_042123
Mycobacterium phage Adonis,2108121,phage,NCBI Refseq,209,NC_051611
Mycobacterium phage MooMoo,2108127,phage,NCBI Refseq,209,NC_051721
Streptomyces phage Paedore,2108134,phage,NCBI Refseq,209,NC_054671
Enterobacter phage myPSH1140,2108137,phage,NCBI Refseq,209,NC_055739
Staphylococcus phage CSA13,2108359,phage,NCBI Refseq,209,NC_048159
Salmonella phage SE1 (in:Nonagvirus),2115848,phage,NCBI Refseq,209,NC_042025
Burkholderia phage vB_BmuP_KL4,2115967,phage,NCBI Refseq,209,NC_047958
Mycobacterium phage Pistachio,2126722,phage,NCBI Refseq,209,NC_054773
Staphylococcus phage phiSA_BS2,2126724,phage,NCBI Refseq,209,NC_047948
Staphylococcus phage phiSA_BS1,2126734,phage,NCBI Refseq,209,NC_047945
Acinetobacter phage vB_AbaP_D2,2126803,phage,NCBI Refseq,209,NC_042124
Mycobacterium phage Lopton,2126809,phage,NCBI Refseq,209,NC_052440
Mycobacterium phage Misha28,2126810,phage,NCBI Refseq,209,NC_051686
Mycobacterium phage Batiatus,2126812,phage,NCBI Refseq,209,NC_051634
Mycobacterium phage GageAP,2126813,phage,NCBI Refseq,209,NC_052431
Mycobacterium phage Naca,2126816,phage,NCBI Refseq,209,NC_054774
Escherichia phage vB_EcoS Sa179lw,2126819,phage,NCBI Refseq,209,NC_054637
Microbacterium phage BonaeVitae,2126925,phage,NCBI Refseq,209,NC_052940
Microbacterium phage PaoPu,2126933,phage,NCBI Refseq,209,NC_052932
Mycobacterium phage Fameo,2126943,phage,NCBI Refseq,209,NC_054809
Mycobacterium phage Leston,2126952,phage,NCBI Refseq,209,NC_051594
Mycobacterium phage OwlsT2W,2126954,phage,NCBI Refseq,209,NC_051695
Mycobacterium phage PG1,213236,phage,NCBI Refseq,209,NC_005259
Salmonella phage vB_SenS_PHB07,2136179,phage,NCBI Refseq,209,NC_047947
Lactococcus virus 712,213769,phage,NCBI Refseq,209,NC_008370
Enterobacter phage EspM4VN,2137745,phage,NCBI Refseq,209,NC_049384
Lactococcus lactis phage P475,213774,phage,NCBI Refseq,209,NC_049349
Lactococcus virus jj50,213775,phage,NCBI Refseq,209,NC_008371
Lactococcus lactis phage p272,213777,phage,NCBI Refseq,209,NC_049348
Lactococcus phage fd13,213782,phage,NCBI Refseq,209,NC_049347
Aeromonas phage AhSzq-1,2138298,phage,NCBI Refseq,209,NC_047949
Aeromonas phage AhSzw-1,2138299,phage,NCBI Refseq,209,NC_047950
Escherichia phage vB_EcoM-Ro121c4YLVW,2144176,phage,NCBI Refseq,209,NC_052654
Salmonella phage epsilon15,215158,phage,NCBI Refseq,209,NC_004775
Staphylococcus virus 3a,215167,phage,NCBI Refseq,209,NC_007053
Pectobacterium phage PPWS2,2153295,phage,NCBI Refseq,209,NC_048103
Pseudomonas phage vB_PaeP_130_113,2161784,phage,NCBI Refseq,209,NC_047953
Mycobacterium phage AlishaPH,2163590,phage,NCBI Refseq,209,NC_051612
Mycobacterium phage DillTech15,2163591,phage,NCBI Refseq,209,NC_051647
Mycobacterium phage Melissauren88,2163593,phage,NCBI Refseq,209,NC_051682
Mycobacterium phage TChen,2163598,phage,NCBI Refseq,209,NC_048705
Dickeya phage Dagda,2163630,phage,NCBI Refseq,209,NC_047961
Dickeya phage Ninurta,2163631,phage,NCBI Refseq,209,NC_047964
Erwinia phage Cronus,2163633,phage,NCBI Refseq,209,NC_055743
Pectobacterium phage Jarilo,2163634,phage,NCBI Refseq,209,NC_047963
Pectobacterium phage Nepra,2163635,phage,NCBI Refseq,209,NC_048704
Xanthomonas phage Carpasina,2163636,phage,NCBI Refseq,209,NC_047962
Enterobacteria phage vB_EcoS_IME18,2163886,phage,NCBI Refseq,209,NC_047959
Enterobacteria phage vB_EcoM_IME281,2163887,phage,NCBI Refseq,209,NC_055740
Enterobacteria phage vB_EcoM_IME339,2163889,phage,NCBI Refseq,209,NC_055741
Enterobacteria phage vB_EcoM_IME340,2163890,phage,NCBI Refseq,209,NC_054904
Enterobacteria phage vB_EcoM_IME341,2163891,phage,NCBI Refseq,209,NC_055742
Synechococcus phage S-B64,2163901,phage,NCBI Refseq,209,NC_055744
Pseudomonas phage 22PfluR64PP,2163970,phage,NCBI Refseq,209,NC_047965
Aeromonas phage 25AhydR2PP,2163976,phage,NCBI Refseq,209,NC_047966
Aeromonas phage 50AhydR13PP,2163978,phage,NCBI Refseq,209,NC_055746
Aeromonas phage 60AhydR15PP,2163979,phage,NCBI Refseq,209,NC_055747
Pseudomonas phage Achelous,2163982,phage,NCBI Refseq,209,NC_047956
Pseudomonas phage Alpheus,2163983,phage,NCBI Refseq,209,NC_047957
Pseudomonas phage Nerthus,2163984,phage,NCBI Refseq,209,NC_047955
Pseudomonas phage Njord,2163985,phage,NCBI Refseq,209,NC_047954
Klebsiella virus 0507KN21,2169687,phage,NCBI Refseq,209,NC_022343
Enterococcus phage LY0322,2172042,phage,NCBI Refseq,209,NC_042125
Escherichia phage Eco_BIFF,2175169,phage,NCBI Refseq,209,NC_047996
Pseudomonas virus Pf1 ERZ-2017,2175295,phage,NCBI Refseq,209,NC_047874
Clostridium phage CPS2,2175605,phage,NCBI Refseq,209,NC_048707
Enterococcus phage vB_EfaS_AL3,2175687,phage,NCBI Refseq,209,NC_042126
Enterococcus phage vB_EfaS_AL2,2175688,phage,NCBI Refseq,209,NC_042127
Mycobacterium phage ConceptII,2178920,phage,NCBI Refseq,209,NC_052426
Mycobacterium phage Oogway,2178922,phage,NCBI Refseq,209,NC_052451
Mycobacterium phage Xavia,2178923,phage,NCBI Refseq,209,NC_051740
Acinetobacter phage AM101,2178927,phage,NCBI Refseq,209,NC_049511
Erwinia phage phiEaP8,2178928,phage,NCBI Refseq,209,NC_049510
Escherichia phage vB_EcoM-Ro157c2YLVW,2178932,phage,NCBI Refseq,209,NC_050153
Streptomyces phage Goby,2182319,phage,NCBI Refseq,209,NC_054680
Microbacterium phage Hendrix,2182341,phage,NCBI Refseq,209,NC_047977
Xanthomonas virus XcP1,2182344,phage,NCBI Refseq,209,NC_048147
Escherichia phage Gostya9,2182345,phage,NCBI Refseq,209,NC_047979
Erwinia phage Faunus,2182346,phage,NCBI Refseq,209,NC_047978
Gordonia phage Petra,2182347,phage,NCBI Refseq,209,NC_055745
Gordonia phage Sour,2182349,phage,NCBI Refseq,209,NC_042132
Microbacterium phage Appa,2182350,phage,NCBI Refseq,209,NC_047972
Microbacterium phage Hyperion,2182354,phage,NCBI Refseq,209,NC_047973
Microbacterium phage Squash,2182357,phage,NCBI Refseq,209,NC_047975
Microbacterium phage Teagan,2182358,phage,NCBI Refseq,209,NC_049929
Gordonia phage Jace,2182360,phage,NCBI Refseq,209,NC_047974
Mycobacterium phage BobaPhett,2182393,phage,NCBI Refseq,209,NC_051636
Mycobacterium phage Byougenkin,2182394,phage,NCBI Refseq,209,NC_051641
Mycobacterium phage Mattes,2182398,phage,NCBI Refseq,209,NC_051681
Microbacterium phage Paschalis,2182400,phage,NCBI Refseq,209,NC_047976
Mycobacterium phage Priamo,2182403,phage,NCBI Refseq,209,NC_054781
Streptomyces phage FlowerPower,2182408,phage,NCBI Refseq,209,NC_048706
Escherichia phage SP15,2184265,phage,NCBI Refseq,209,NC_048627
Escherichia phage vB_EcoM_NBG2,2184699,phage,NCBI Refseq,209,NC_054925
Cronobacter phage GW1,2200756,phage,NCBI Refseq,209,NC_048161
Klebsiella phage ZCKP1,2201417,phage,NCBI Refseq,209,NC_047994
Ralstonia phage phiRSP,2201420,phage,NCBI Refseq,209,NC_054146
Streptomyces phage Yosif,2201421,phage,NCBI Refseq,209,NC_054656
Erwinia phage vB_EamM_Alexandra,2201424,phage,NCBI Refseq,209,NC_047995
Gordonia phage Suzy,2201430,phage,NCBI Refseq,209,NC_047990
Gordonia phage Trine,2201431,phage,NCBI Refseq,209,NC_047991
Microbacterium phage Krampus,2201435,phage,NCBI Refseq,209,NC_047986
Microbacterium phage MementoMori,2201436,phage,NCBI Refseq,209,NC_047987
Microbacterium phage Metamorphoo,2201437,phage,NCBI Refseq,209,NC_047988
Microbacterium phage Quhwah,2201441,phage,NCBI Refseq,209,NC_047993
Microbacterium phage RobsFeet,2201442,phage,NCBI Refseq,209,NC_047989
Microbacterium phage Zeta1847,2201444,phage,NCBI Refseq,209,NC_047992
Rhodococcus phage Takoda,2201455,phage,NCBI Refseq,209,NC_048708
Pseudomonas phage PFP1,2201462,phage,NCBI Refseq,209,NC_047997
Myoviridae sp. (insect metagenome),2202564,phage,NCBI Refseq,209,NC_048846
Pseudomonas phage PaGU11,2203191,phage,NCBI Refseq,209,NC_050145
Enterobacteria phage ST104,221029,phage,NCBI Refseq,209,NC_005841
Escherichia phage KIT03,2218499,phage,NCBI Refseq,209,NC_054923
Ruegeria phage vB_RpoP-V12,2218611,phage,NCBI Refseq,209,NC_049435
Ruegeria phage vB_RpoP-V13,2218612,phage,NCBI Refseq,209,NC_049436
Ruegeria phage vB_RpoS-V11,2218617,phage,NCBI Refseq,209,NC_052971
Ruegeria phage vB_RpoS-V16,2218618,phage,NCBI Refseq,209,NC_052969
Ruegeria phage vB_RpoS-V18,2218619,phage,NCBI Refseq,209,NC_052970
Ruegeria phage vB_RpoS-V7,2218620,phage,NCBI Refseq,209,NC_052972
Alces alces faeces associated microvirus MP10 5560,2219133,phage,NCBI Refseq,209,NC_040350
Alces alces faeces associated microvirus MP11 5517,2219134,phage,NCBI Refseq,209,NC_040342
Alces alces faeces associated microvirus MP12 5423,2219135,phage,NCBI Refseq,209,NC_040328
Alces alces faeces associated microvirus MP15 5067,2219136,phage,NCBI Refseq,209,NC_040374
Alces alces faeces associated microvirus MP18 4940,2219137,phage,NCBI Refseq,209,NC_040373
Alces alces faeces associated microvirus MP21 4718,2219138,phage,NCBI Refseq,209,NC_040349
Alces alces faeces associated microvirus MP3 6497,2219139,phage,NCBI Refseq,209,NC_040375
Lynx canadensis associated microvirus CLP 9413,2219141,phage,NCBI Refseq,209,NC_040329
Staphylococcus virus K,221915,phage,NCBI Refseq,209,NC_005880
Lepus americanus faeces associated microvirus SHP1 6472,2219217,phage,NCBI Refseq,209,NC_040341
Haloferax virus HF1,222645,phage,NCBI Refseq,209,NC_004927
Salmonella phage S113,2231342,phage,NCBI Refseq,209,NC_048005
Salmonella phage S114,2231343,phage,NCBI Refseq,209,NC_048006
Salmonella phage S116,2231345,phage,NCBI Refseq,209,NC_048007
Salmonella phage S118,2231347,phage,NCBI Refseq,209,NC_049437
Salmonella phage S124,2231351,phage,NCBI Refseq,209,NC_048013
Salmonella phage S126,2231352,phage,NCBI Refseq,209,NC_048008
Salmonella phage S131,2231354,phage,NCBI Refseq,209,NC_048009
Salmonella phage S132,2231355,phage,NCBI Refseq,209,NC_048010
Salmonella phage S133,2231356,phage,NCBI Refseq,209,NC_048011
Salmonella phage S147,2231362,phage,NCBI Refseq,209,NC_048012
Escherichia phage vB_EcoP_S523,2233775,phage,NCBI Refseq,209,NC_047984
Escherichia phage LL5,2233992,phage,NCBI Refseq,209,NC_047985
Mycobacterium phage Koella,2234029,phage,NCBI Refseq,209,NC_051674
Salmonella phage Skate,2234035,phage,NCBI Refseq,209,NC_054639
Klebsiella phage Mineola,2234047,phage,NCBI Refseq,209,NC_055748
Mycobacterium phage Michley,2234076,phage,NCBI Refseq,209,NC_052445
Mycobacterium phage Mryolo,2234077,phage,NCBI Refseq,209,NC_052447
Escherichia phage SF,2234080,phage,NCBI Refseq,209,NC_055749
Escherichia phage C130_2,2234093,phage,NCBI Refseq,209,NC_048067
Vibrio phage VGJ,223524,phage,NCBI Refseq,209,NC_004736
Paenibacillus phage Eltigre,2249765,phage,NCBI Refseq,209,NC_048717
Paenibacillus phage Jacopo,2249767,phage,NCBI Refseq,209,NC_048718
Paenibacillus phage C7Cdelta,2249773,phage,NCBI Refseq,209,NC_055028
Paenibacillus phage Kawika,2249777,phage,NCBI Refseq,209,NC_048715
Paenibacillus phage Lucielle,2249778,phage,NCBI Refseq,209,NC_048716
Paenibacillus phage Wanderer,2249779,phage,NCBI Refseq,209,NC_054985
Paenibacillus phage Yyerffej,2249780,phage,NCBI Refseq,209,NC_048714
Escherichia virus KFS-EC,2250214,phage,NCBI Refseq,209,NC_055757
Microbacterium phage Eden,2250289,phage,NCBI Refseq,209,NC_048017
Mycobacterium phage Aminay,2250291,phage,NCBI Refseq,209,NC_051588
Mycobacterium phage Steamy,2250309,phage,NCBI Refseq,209,NC_054787
Gordonia phage Apricot,2250319,phage,NCBI Refseq,209,NC_048018
Gordonia phage Frokostdame,2250320,phage,NCBI Refseq,209,NC_055754
Gordonia phage NatB6,2250322,phage,NCBI Refseq,209,NC_055755
Gordonia phage Ruthy,2250323,phage,NCBI Refseq,209,NC_048019
Streptomyces phage Annadreamy,2250335,phage,NCBI Refseq,209,NC_048719
Streptomyces phage Blueeyedbeauty,2250336,phage,NCBI Refseq,209,NC_048720
Microbacterium phage Quaker,2250352,phage,NCBI Refseq,209,NC_052939
Mycobacterium phage Beezoo,2250355,phage,NCBI Refseq,209,NC_051615
Mycobacterium phage Clifton,2250357,phage,NCBI Refseq,209,NC_051643
Mycobacterium phage Magnar,2250361,phage,NCBI Refseq,209,NC_052441
Mycobacterium phage OlympiaSaint,2250364,phage,NCBI Refseq,209,NC_051694
Mycobacterium phage Sandalphon,2250367,phage,NCBI Refseq,209,NC_051706
Microbacterium phage Noelani,2250371,phage,NCBI Refseq,209,NC_052937
Mycobacterium phage ByChance,2250373,phage,NCBI Refseq,209,NC_051640
Mycobacterium phage Niza,2250382,phage,NCBI Refseq,209,NC_052450
Gordonia phage Danyall,2250390,phage,NCBI Refseq,209,NC_055751
Gordonia phage Fryberger,2250392,phage,NCBI Refseq,209,NC_048027
Gordonia phage KimmyK,2250394,phage,NCBI Refseq,209,NC_055752
Gordonia phage Rofo,2250396,phage,NCBI Refseq,209,NC_055753
Gordonia phage Ronaldo,2250397,phage,NCBI Refseq,209,NC_048028
Arthrobacter phage Sergei,2250416,phage,NCBI Refseq,209,NC_054428
Gordonia phage Ribeye,2250417,phage,NCBI Refseq,209,NC_053241
Mycobacterium phage KingTut,2250422,phage,NCBI Refseq,209,NC_055750
Mycobacterium phage Rohr,2250427,phage,NCBI Refseq,209,NC_052459
Streptomyces virus phiBT1,225588,phage,NCBI Refseq,209,NC_004664
Bacillus phage phBC6A51,225725,phage,NCBI Refseq,209,NC_004820
Bacillus phage phBC6A52,225726,phage,NCBI Refseq,209,NC_004821
Staphylococcus phage phiN315,225979,phage,NCBI Refseq,209,NC_004740
Citrobacter phage CF1 ERZ-2017,2267236,phage,NCBI Refseq,209,NC_042067
Citrobacter phage CF1 DK-2017,2267237,phage,NCBI Refseq,209,NC_047823
Vibrio phage YC,2267403,phage,NCBI Refseq,209,NC_048709
Lactobacillus phage ViSo-2018a (food fermentation metagenome),2267607,phage,NCBI Refseq,209,NC_048104
Erwinia phage Wellington,2267653,phage,NCBI Refseq,209,NC_048016
Klebsiella phage vB_KpnP_IME321,2268396,phage,NCBI Refseq,209,NC_048014
Synechococcus phage S-T4,2268578,phage,NCBI Refseq,209,NC_048049
Pseudomonas phage phCDa,2268587,phage,NCBI Refseq,209,NC_048003
Escherichia phage SRT7,2268589,phage,NCBI Refseq,209,NC_048002
Salmonella phage 3A_8767,2268591,phage,NCBI Refseq,209,NC_048004
Staphylococcus phage SA1014ruMSSAST7,2268607,phage,NCBI Refseq,209,NC_048710
Staphylococcus phage SA137ruMSSAST121PVL,2268608,phage,NCBI Refseq,209,NC_055043
Staphylococcus phage SA780ruMSSAST101,2268609,phage,NCBI Refseq,209,NC_048711
Klebsiella phage NJS1,2268610,phage,NCBI Refseq,209,NC_048024
Staphylococcus phage SA345ruMSSAST8,2268621,phage,NCBI Refseq,209,NC_048713
Acinetobacter phage vB_ApiM_fHyAci03,2269366,phage,NCBI Refseq,209,NC_049438
Shigella phage SFPH2,2269380,phage,NCBI Refseq,209,NC_048025
Yersinia phage phiA1122,227720,phage,NCBI Refseq,209,NC_004777
Yersinia virus L413C,227940,phage,NCBI Refseq,209,NC_004745
Escherichia virus Vec13,2282173,phage,NCBI Refseq,209,NC_048023
Shigella phage Sf11 SMD-2017,2282196,phage,NCBI Refseq,209,NC_054636
Paenibacillus phage Unity,2282396,phage,NCBI Refseq,209,NC_055031
Enterobacteria phage O276,2282412,phage,NCBI Refseq,209,NC_049951
Klebsiella phage KN1-1,2282629,phage,NCBI Refseq,209,NC_048129
Klebsiella phage KN3-1,2282630,phage,NCBI Refseq,209,NC_048131
Klebsiella phage KN4-1,2282631,phage,NCBI Refseq,209,NC_048130
Ralstonia phage GP4,2282904,phage,NCBI Refseq,209,NC_054964
Mycobacterium phage Harley,2282909,phage,NCBI Refseq,209,NC_051665
Mycobacterium phage Thonko,2282910,phage,NCBI Refseq,209,NC_051580
Sphingomonas phage Scott,2282912,phage,NCBI Refseq,209,NC_048029
Bacillus phage Wes44,2283012,phage,NCBI Refseq,209,NC_048725
Bacillus phage BSP38,2283013,phage,NCBI Refseq,209,NC_048726
Eggerthella phage PMBT5,2283015,phage,NCBI Refseq,209,NC_048022
Erwinia phage vB_EhrS_59,2283025,phage,NCBI Refseq,209,NC_048198
Erwinia phage vB_EhrS_49,2283026,phage,NCBI Refseq,209,NC_048197
Dickeya phage vB_DsoM_AD1,2283029,phage,NCBI Refseq,209,NC_048054
Dickeya phage vB_DsoM_JA29,2283031,phage,NCBI Refseq,209,NC_048053
Dickeya phage vB_DsoP_JA10,2283033,phage,NCBI Refseq,209,NC_048052
Gordonia phage Pleakley,2283246,phage,NCBI Refseq,209,NC_055758
Microbacterium phage Scamander,2283249,phage,NCBI Refseq,209,NC_054431
Mycobacterium phage Arlo,2283250,phage,NCBI Refseq,209,NC_052416
Mycobacterium phage Bromden,2283252,phage,NCBI Refseq,209,NC_053510
Mycobacterium phage Pita2,2283258,phage,NCBI Refseq,209,NC_052455
Mycobacterium phage Sibs6,2283259,phage,NCBI Refseq,209,NC_052463
Mycobacterium phage Thyatira,2283261,phage,NCBI Refseq,209,NC_051597
Streptomyces phage StarPlatinum,2283265,phage,NCBI Refseq,209,NC_048721
Streptomyces phage Wollford,2283267,phage,NCBI Refseq,209,NC_048722
Caulobacter phage CcrBL10,2283269,phage,NCBI Refseq,209,NC_048045
Caulobacter phage CcrBL9,2283270,phage,NCBI Refseq,209,NC_048047
Caulobacter phage CcrPW,2283271,phage,NCBI Refseq,209,NC_048046
Caulobacter phage CcrSC,2283272,phage,NCBI Refseq,209,NC_048048
Gordonia phage Daredevil,2283286,phage,NCBI Refseq,209,NC_048021
Microbacterium phage KaiHaiDragon,2283289,phage,NCBI Refseq,209,NC_048020
Mycobacterium phage Ryadel,2283292,phage,NCBI Refseq,209,NC_055759
Mycobacterium phage Gorge,2283295,phage,NCBI Refseq,209,NC_051664
Mycobacterium phage Krakatau,2283296,phage,NCBI Refseq,209,NC_051675
Mycobacterium phage Mantra,2283297,phage,NCBI Refseq,209,NC_051680
Mycobacterium phage NEHalo,2283298,phage,NCBI Refseq,209,NC_052449
Streptomyces phage Karimac,2283303,phage,NCBI Refseq,209,NC_048724
Streptomyces phage LukeCage,2283304,phage,NCBI Refseq,209,NC_048723
Lentibacter virus vB_LenP_ICBM2,2301529,phage,NCBI Refseq,209,NC_048671
Klebsiella phage TSK1,2301532,phage,NCBI Refseq,209,NC_048126
Gordonia phage Catfish,2301538,phage,NCBI Refseq,209,NC_054434
Microbacterium phage Neferthena,2301539,phage,NCBI Refseq,209,NC_048038
Mycobacterium phage Tapioca,2301545,phage,NCBI Refseq,209,NC_054455
Mycobacterium phage Adahisdi,2301546,phage,NCBI Refseq,209,NC_052412
Mycobacterium phage Aggie,2301547,phage,NCBI Refseq,209,NC_054450
Mycobacterium phage Cane17,2301548,phage,NCBI Refseq,209,NC_054716
Mycobacterium phage Crispicous1,2301549,phage,NCBI Refseq,209,NC_052428
Mycobacterium phage Rando14,2301556,phage,NCBI Refseq,209,NC_051596
Gordonia phage Marietta,2301558,phage,NCBI Refseq,209,NC_055763
Gordonia phage Skysand,2301559,phage,NCBI Refseq,209,NC_055764
Gordonia phage TillyBobJoe,2301560,phage,NCBI Refseq,209,NC_055765
Gordonia phage Ali17,2301561,phage,NCBI Refseq,209,NC_053245
Mycobacterium phage EleanorGeorge,2301563,phage,NCBI Refseq,209,NC_051652
Mycobacterium phage Girr,2301565,phage,NCBI Refseq,209,NC_051663
Mycobacterium phage JoeyJr,2301566,phage,NCBI Refseq,209,NC_051669
Mycobacterium phage Nimbo,2301567,phage,NCBI Refseq,209,NC_051689
Mycobacterium phage QuickMath,2301570,phage,NCBI Refseq,209,NC_051703
Mycobacterium phage Spikelee,2301571,phage,NCBI Refseq,209,NC_051710
Streptomyces phage Hank144,2301573,phage,NCBI Refseq,209,NC_054661
Haemophilus phage Aaphi23,230158,phage,NCBI Refseq,209,NC_004827
Corynebacterium phage Juicebox,2301600,phage,NCBI Refseq,209,NC_048070
Corynebacterium phage SamW,2301601,phage,NCBI Refseq,209,NC_048069
Gordonia phage Foxboro,2301602,phage,NCBI Refseq,209,NC_055766
Gordonia phage KidneyBean,2301603,phage,NCBI Refseq,209,NC_055767
Microbacterium phage OneinaGillian,2301604,phage,NCBI Refseq,209,NC_048068
Mycobacterium phage Wizard007,2301608,phage,NCBI Refseq,209,NC_054798
Mycobacterium phage CharlieB,2301609,phage,NCBI Refseq,209,NC_054717
Mycobacterium phage Galactic,2301612,phage,NCBI Refseq,209,NC_051661
Mycobacterium phage Serendipitous,2301619,phage,NCBI Refseq,209,NC_051587
Streptomyces phage Yaboi,2301621,phage,NCBI Refseq,209,NC_048730
Salmonella phage SenALZ1,2301647,phage,NCBI Refseq,209,NC_049440
Salmonella phage SenASZ3,2301648,phage,NCBI Refseq,209,NC_049439
Escherichia phage LL2,2301650,phage,NCBI Refseq,209,NC_048063
Acinetobacter phage KARL-1,2301662,phage,NCBI Refseq,209,NC_049441
Vibrio phage vB_VpS_PG07,2301664,phage,NCBI Refseq,209,NC_048041
Klebsiella phage NJR15,2301687,phage,NCBI Refseq,209,NC_048044
Klebsiella phage NJS2,2301688,phage,NCBI Refseq,209,NC_048043
Klebsiella phage TAH8,2301690,phage,NCBI Refseq,209,NC_048042
Gordonia phage Ashertheman,2301692,phage,NCBI Refseq,209,NC_053237
Gordonia phage Phistory,2301694,phage,NCBI Refseq,209,NC_048040
Gordonia phage Angelicage,2301695,phage,NCBI Refseq,209,NC_055762
Gordonia phage Horus,2301696,phage,NCBI Refseq,209,NC_048039
Gordonia phage Schmidt,2301697,phage,NCBI Refseq,209,NC_054436
Mycobacterium phage KristaRAM,2301700,phage,NCBI Refseq,209,NC_051676
Mycobacterium phage Renaud18,2301701,phage,NCBI Refseq,209,NC_048729
Mycobacterium phage Burwell21,2301702,phage,NCBI Refseq,209,NC_051639
Mycobacterium phage Collard,2301704,phage,NCBI Refseq,209,NC_051593
Mycobacterium phage Maroc7,2301709,phage,NCBI Refseq,209,NC_052443
Mycobacterium phage Nivrat,2301710,phage,NCBI Refseq,209,NC_051691
Streptomyces phage Comrade,2301714,phage,NCBI Refseq,209,NC_048728
Streptomyces phage Thestral,2301715,phage,NCBI Refseq,209,NC_054670
Salmonella virus VSt472,2301723,phage,NCBI Refseq,209,NC_054644
Bacteroides phage crAss001,2301731,phage,NCBI Refseq,209,NC_049977
Sulfolobus filamentous virus 1,2304198,phage,NCBI Refseq,209,NC_048037
Lactococcus phage vB_LLc_bIBB14,2305480,phage,NCBI Refseq,209,NC_054999
Lactococcus phage vB_Llc_bIBB12,2305481,phage,NCBI Refseq,209,NC_055003
Lactococcus phage vB_Llc_bIBB94p4,2305483,phage,NCBI Refseq,209,NC_055005
Lactococcus phage vB_Llc_bIBBA3,2305484,phage,NCBI Refseq,209,NC_055000
