.species.name,tax.id,phage.nonphage,source,source.version,acc
Clostridium phage PhiS63,1187894,phage,NCBI Refseq,209,NC_017978
Xanthomonas virus CP1,1188794,phage,NCBI Refseq,209,NC_019933
Xanthomonas citri phage CP2,1188795,phage,NCBI Refseq,209,NC_020205
Klebsiella phage NTUH-K2044-K1-1,1194091,phage,NCBI Refseq,209,NC_025418
Bacillus phage BtCS33,1194641,phage,NCBI Refseq,209,NC_018085
Mycobacterium virus Nepal,1194642,phage,NCBI Refseq,209,NC_041852
Staphylococcus phage StauST398-1,1195068,phage,NCBI Refseq,209,NC_021326
Mycobacterium virus MacnCheese,1195070,phage,NCBI Refseq,209,NC_042338
Staphylococcus phage StauST398-3,1195071,phage,NCBI Refseq,209,NC_021332
Bacillus phage vB_BceM_Bc431v3,1195072,phage,NCBI Refseq,209,NC_020873
Mycobacterium virus Astro,1195075,phage,NCBI Refseq,209,NC_042337
Staphylococcus phage Staph1N,1195076,phage,NCBI Refseq,209,NC_047722
Staphylococcus phage A3R,1195077,phage,NCBI Refseq,209,NC_047723
Staphylococcus phage Fi200W,1195078,phage,NCBI Refseq,209,NC_047725
Staphylococcus phage MSA6,1195079,phage,NCBI Refseq,209,NC_047726
Staphylococcus phage P4W,1195080,phage,NCBI Refseq,209,NC_047727
Staphylococcus phage 676Z,1195081,phage,NCBI Refseq,209,NC_047724
Cronobacter phage CR5,1195085,phage,NCBI Refseq,209,NC_021531
Staphylococcus phage SA13,1195086,phage,NCBI Refseq,209,NC_021863
Enterobacteriaphage UAB_Phi87,1197935,phage,NCBI Refseq,209,NC_027360
Celeribacter phage P12053L,1197951,phage,NCBI Refseq,209,NC_018280
Staphylococcus virus IPLA5,1197952,phage,NCBI Refseq,209,NC_018281
Staphylococcus virus IPLA7,1197953,phage,NCBI Refseq,209,NC_018284
Aeromonas phage Aes508,1198013,phage,NCBI Refseq,209,NC_019543
Aeromonas phage Aes012,1198014,phage,NCBI Refseq,209,NC_020879
Staphylococcus phage Stau2,1200862,phage,NCBI Refseq,209,NC_030933
Escherichia phage MS2,12022,phage,NCBI Refseq,209,NC_001417
Enterobacteria phage SP,12027,phage,NCBI Refseq,209,NC_004301
Helicobacter phage KHP40,1204178,phage,NCBI Refseq,209,NC_019931
Mycobacterium phage Taj,1204515,phage,NCBI Refseq,209,NC_025433
Aeromonas phage CC2,1204516,phage,NCBI Refseq,209,NC_019538
Pseudomonas phage MP1412,1204517,phage,NCBI Refseq,209,NC_018282
Escherichia phage ECML-117,1204521,phage,NCBI Refseq,209,NC_025441
Escherichia phage ECML-134,1204522,phage,NCBI Refseq,209,NC_025449
Escherichia phage ECML-4,1204523,phage,NCBI Refseq,209,NC_025446
Streptomyces phage phiHau3,1204524,phage,NCBI Refseq,209,NC_018836
Streptomyces phage SV1,1204525,phage,NCBI Refseq,209,NC_018848
Salmonella phage SKML-39,1204528,phage,NCBI Refseq,209,NC_019910
Salmonella phage SSE121,1204529,phage,NCBI Refseq,209,NC_027351
Salmonella phage STML-13-1,1204530,phage,NCBI Refseq,209,NC_042061
Salmonella phage STML-198,1204531,phage,NCBI Refseq,209,NC_027344
Bacillus phage phiAGATE,1204533,phage,NCBI Refseq,209,NC_020081
Clostridium phage phiMMP02,1204534,phage,NCBI Refseq,209,NC_019421
Clostridium phage phiMMP04,1204535,phage,NCBI Refseq,209,NC_019422
Caulobacter virus phiCbK,1204537,phage,NCBI Refseq,209,NC_019405
Pseudomonas phage Phi-S1,1204538,phage,NCBI Refseq,209,NC_021062
Pectobacterium phage My1,1204539,phage,NCBI Refseq,209,NC_018837
Enterococcus phage EfaCPT1,1204540,phage,NCBI Refseq,209,NC_025465
Salmonella phage wksl3,1204541,phage,NCBI Refseq,209,NC_041992
Pseudomonas phage PA26,1204542,phage,NCBI Refseq,209,NC_041907
Staphylococcus virus SA11,1204543,phage,NCBI Refseq,209,NC_019511
Streptococcus phage MM1,120574,phage,NCBI Refseq,209,NC_003050
Lactobacillus phage phiAQ113,1206110,phage,NCBI Refseq,209,NC_019782
Yersinia phage phiR8-01,1206556,phage,NCBI Refseq,209,NC_047951
Yersinia phage phiR2-01,1206557,phage,NCBI Refseq,209,NC_019919
Yersinia phage phiR1-RT,1206558,phage,NCBI Refseq,209,NC_019909
Yersinia phage phi80-18,1206559,phage,NCBI Refseq,209,NC_019911
Yersinia phage phiD1,1206560,phage,NCBI Refseq,209,NC_027353
Helicobacter phage KHP30,1208236,phage,NCBI Refseq,209,NC_019928
Streptococcus phage SPQS1,1208587,phage,NCBI Refseq,209,NC_021868
Streptomyces phage phiELB20,1211278,phage,NCBI Refseq,209,NC_041849
Salmonella phage vB_SenS_AG11,1211279,phage,NCBI Refseq,209,NC_041991
Stenotrophomonas phage IME13,1211280,phage,NCBI Refseq,209,NC_029000
Mycobacterium virus Arturo,1211281,phage,NCBI Refseq,209,NC_042339
Mycobacterium virus Goose,1211282,phage,NCBI Refseq,209,NC_042340
Mycobacterium virus Marcell,1211283,phage,NCBI Refseq,209,NC_041853
Staphylococcus phage SP5,1211285,phage,NCBI Refseq,209,NC_054977
Pectobacterium phage PhiM1,1211386,phage,NCBI Refseq,209,NC_041854
uncultured crAssphage,1211417,phage,NCBI Refseq,209,NC_024711
Caulobacter phage CcrColossus,1211640,phage,NCBI Refseq,209,NC_019406
Caulobacter virus Karma,1211641,phage,NCBI Refseq,209,NC_019410
Caulobacter virus Magneto,1211642,phage,NCBI Refseq,209,NC_019407
Caulobacter virus Rogue,1211643,phage,NCBI Refseq,209,NC_019408
Caulobacter virus Swift,1211644,phage,NCBI Refseq,209,NC_019411
Escherichia phage ADB-2,1216926,phage,NCBI Refseq,209,NC_019725
Pectobacterium phage PP1,1217810,phage,NCBI Refseq,209,NC_019542
Rhizobium phage RHEph01,1220601,phage,NCBI Refseq,209,NC_047738
Rhizobium phage RHEph02,1220602,phage,NCBI Refseq,209,NC_047868
Rhizobium phage RHEph04,1220604,phage,NCBI Refseq,209,NC_041908
Rhizobium phage RHEph06,1220714,phage,NCBI Refseq,209,NC_027296
Rhizobium phage RHEph08,1220715,phage,NCBI Refseq,209,NC_047869
Rhizobium phage RHEph09,1220716,phage,NCBI Refseq,209,NC_047870
Rhizobium phage RHEph10,1220717,phage,NCBI Refseq,209,NC_034248
Acinetobacter phage YMC/09/02/B1251,1221835,phage,NCBI Refseq,209,NC_019541
Enterobacteria phage GEC-3S,1222338,phage,NCBI Refseq,209,NC_025425
Pseudomonas phage JBD24,1223259,phage,NCBI Refseq,209,NC_020203
Pseudomonas phage JBD30,1223260,phage,NCBI Refseq,209,NC_020198
Pseudomonas phage JBD5,1223261,phage,NCBI Refseq,209,NC_020202
Pseudomonas phage JBD88a,1223262,phage,NCBI Refseq,209,NC_020200
Enterobacteria phage SfI,1225789,phage,NCBI Refseq,209,NC_027339
Pseudomonas phage MPK7,1225790,phage,NCBI Refseq,209,NC_022091
Pseudomonas phage JD18,1225791,phage,NCBI Refseq,209,NC_027986
Pseudomonas phage JBD25,1225792,phage,NCBI Refseq,209,NC_027992
Pseudomonas phage JBD67,1225793,phage,NCBI Refseq,209,NC_042135
Lactobacillus virus ATCC8014,1225794,phage,NCBI Refseq,209,NC_019916
Lactobacillus phage ATCC 8014-B2,1225795,phage,NCBI Refseq,209,NC_047739
Listeria phage P70,1225800,phage,NCBI Refseq,209,NC_018831
Mycobacterium virus Dorothy,1225861,phage,NCBI Refseq,209,NC_041855
Mycobacterium virus Rebeuca,1225862,phage,NCBI Refseq,209,NC_042341
Stx2-converting phage Stx2a_F451,1226255,phage,NCBI Refseq,209,NC_049924
Stx2-converting phage Stx2a_WGPS9,1226258,phage,NCBI Refseq,209,NC_049923
Stx2-converting phage Stx2a_WGPS2,1226260,phage,NCBI Refseq,209,NC_049941
Stx2-converting phage Stx2a_WGPS6,1226262,phage,NCBI Refseq,209,NC_049945
Stx2-converting phage Stx2a_WGPS8,1226263,phage,NCBI Refseq,209,NC_049944
Lactococcus phage BM13,1229751,phage,NCBI Refseq,209,NC_021861
Campylobacter phage CP30A,1229752,phage,NCBI Refseq,209,NC_018861
Escherichia phage phAPEC8,1229753,phage,NCBI Refseq,209,NC_020079
Vibrio phage vB_VpaM_MAR,1229754,phage,NCBI Refseq,209,NC_019722
Vibrio phage vB_VpaS_MAR10,1229755,phage,NCBI Refseq,209,NC_019713
Escherichia phage EC6,1229757,phage,NCBI Refseq,209,NC_027369
Acinetobacter phage phiAC-1,1229760,phage,NCBI Refseq,209,NC_028995
Propionibacterium phage P9.1,1229782,phage,NCBI Refseq,209,NC_018834
Propionibacterium phage P14,1229784,phage,NCBI Refseq,209,NC_018839
Propionibacterium phage P101A,1229786,phage,NCBI Refseq,209,NC_018841
Propionibacterium phage P104A,1229787,phage,NCBI Refseq,209,NC_018845
Propionibacterium phage P105,1229788,phage,NCBI Refseq,209,NC_018849
Propionibacterium phage P100D,1229789,phage,NCBI Refseq,209,NC_018852
Propionibacterium phage P100_A,1229790,phage,NCBI Refseq,209,NC_018838
Propionibacterium phage P100_1,1229791,phage,NCBI Refseq,209,NC_018840
Propionibacterium phage P1.1,1229792,phage,NCBI Refseq,209,NC_018842
Propionibacterium phage ATCC29399B_T,1229793,phage,NCBI Refseq,209,NC_018847
Propionibacterium phage ATCC29399B_C,1229794,phage,NCBI Refseq,209,NC_018851
Pseudomonas phage vB_PaeM_C2-10_Ab1,1231048,phage,NCBI Refseq,209,NC_019918
Vibrio phage VPMS1,1233488,phage,NCBI Refseq,209,NC_021776
Clostridium phage c-st,12336,phage,NCBI Refseq,209,NC_007581
Pseudomonas phage vB_PaeP_p2-10_Or1,1234701,phage,NCBI Refseq,209,NC_019813
Lactobacillus phage LL-H,12348,phage,NCBI Refseq,209,NC_009554
Escherichia phage RB69 (RB69),12353,phage,NCBI Refseq,209,NC_004928
Providencia phage Redjac,1235559,phage,NCBI Refseq,209,NC_018832
Propionibacterium phage PHL010M04,1235645,phage,NCBI Refseq,209,NC_022336
Propionibacterium phage PHL037M02,1235646,phage,NCBI Refseq,209,NC_022339
Propionibacterium phage PHL060L00,1235647,phage,NCBI Refseq,209,NC_022338
Propionibacterium phage PHL067M10,1235649,phage,NCBI Refseq,209,NC_022335
Propionibacterium phage PHL071N05,1235650,phage,NCBI Refseq,209,NC_022337
Propionibacterium phage PHL111M01,1235653,phage,NCBI Refseq,209,NC_022342
Propionibacterium phage PHL112N00,1235654,phage,NCBI Refseq,209,NC_022334
Propionibacterium phage PHL113M01,1235655,phage,NCBI Refseq,209,NC_022341
Propionibacterium phage PHL114L00,1235656,phage,NCBI Refseq,209,NC_022340
Staphylococcus phage vB_SauM_Remus,1235659,phage,NCBI Refseq,209,NC_022090
Staphylococcus phage vB_SauM_Romulus,1235660,phage,NCBI Refseq,209,NC_020877
Pseudomonas phage UFV-P2,1235661,phage,NCBI Refseq,209,NC_018850
Pseudomonas phage AF,1235689,phage,NCBI Refseq,209,NC_019923
Acinetobacter phage Abp1,1235824,phage,NCBI Refseq,209,NC_021316
Klebsiella phage JD001,1236000,phage,NCBI Refseq,209,NC_020204
Staphylococcus virus 11,12360,phage,NCBI Refseq,209,NC_004615
Escherichia phage NJ01,1237159,phage,NCBI Refseq,209,NC_018835
Escherichia phage HX01,1237364,phage,NCBI Refseq,209,NC_018855
Lactococcus phage phiLC3,12390,phage,NCBI Refseq,209,NC_005822
Streptococcus phage phiNJ2,1239381,phage,NCBI Refseq,209,NC_019418
Stenotrophomonas phage IME15,1239382,phage,NCBI Refseq,209,NC_019416
Staphylococcus phage JD007,1239383,phage,NCBI Refseq,209,NC_019726
Escherichia phage IME11,1239384,phage,NCBI Refseq,209,NC_019423
Staphylococcus phage SA5,1239385,phage,NCBI Refseq,209,NC_047721
Streptomyces phage phiCAM,1239386,phage,NCBI Refseq,209,NC_041856
Streptococcus phage EJ-1,12402,phage,NCBI Refseq,209,NC_005294
Salmonella virus PsP3,12407,phage,NCBI Refseq,209,NC_005340
Lactobacillus phage phiadh,12417,phage,NCBI Refseq,209,NC_000896
Acinetobacter phage vB_AbaM-IME-AB2,1243183,phage,NCBI Refseq,209,NC_041857
Edwardsiella phage KF-1,1244856,phage,NCBI Refseq,209,NC_019420
Mycobacterium phage First,1245814,phage,NCBI Refseq,209,NC_020876
Escherichia virus JL1,1245890,phage,NCBI Refseq,209,NC_019419
Sulfolobales Mexican rudivirus 1 (SMR1),1245909,phage,NCBI Refseq,209,NC_019413
Escherichia phage EC1-UPM,1258572,phage,NCBI Refseq,209,NC_041906
Staphylococcus phage Team1,1262512,phage,NCBI Refseq,209,NC_025417
Serratia phage phiMAM1,1262513,phage,NCBI Refseq,209,NC_020083
Pseudomonas phage MPK6,1262514,phage,NCBI Refseq,209,NC_022746
Leuconostoc phage LN03,1262515,phage,NCBI Refseq,209,NC_024390
Leuconostoc phage LN04,1262516,phage,NCBI Refseq,209,NC_020870
Leuconostoc phage phiLN12,1262517,phage,NCBI Refseq,209,NC_024385
Leuconostoc phage LN25,1262518,phage,NCBI Refseq,209,NC_024386
Leuconostoc phage LN34,1262519,phage,NCBI Refseq,209,NC_024388
Leuconostoc phage phiLN6B,1262520,phage,NCBI Refseq,209,NC_024380
Leuconostoc phage phiLNTR3,1262521,phage,NCBI Refseq,209,NC_024378
Leuconostoc phage P793,1262522,phage,NCBI Refseq,209,NC_020880
Leuconostoc phage phiLNTR2,1262523,phage,NCBI Refseq,209,NC_024389
Halovirus HSTV-2,1262527,phage,NCBI Refseq,209,NC_020159
Mycobacterium phage BTCU-1,1262532,phage,NCBI Refseq,209,NC_021533
Lactococcus phage 340,1262533,phage,NCBI Refseq,209,NC_021853
Lactococcus phage jm2,1262535,phage,NCBI Refseq,209,NC_021860
Lactococcus phage jm3,1262536,phage,NCBI Refseq,209,NC_021854
Lactococcus phage P680,1262537,phage,NCBI Refseq,209,NC_021852
Lactococcus phage phi7,1262538,phage,NCBI Refseq,209,NC_021855
Vibrio phage VH7D,1262539,phage,NCBI Refseq,209,NC_023568
Vibrio phage VP4B,1262540,phage,NCBI Refseq,209,NC_042136
Edwardsiella phage MSW-3,1264700,phage,NCBI Refseq,209,NC_020082
Cronobacter phage vB_CskP_GAP227,1264737,phage,NCBI Refseq,209,NC_020078
Streptococcus phage phiBHN167,1267169,phage,NCBI Refseq,209,NC_022791
Enterobacteria phage phiJLA23,1273706,phage,NCBI Refseq,209,NC_047740
Pseudomonas virus H66,1273707,phage,NCBI Refseq,209,NC_042342
Pseudomonas phage PaP4,1273709,phage,NCBI Refseq,209,NC_042343
Synechococcus phage S-CBP1,1273711,phage,NCBI Refseq,209,NC_025456
Staphylococcus phage JS01,1273712,phage,NCBI Refseq,209,NC_021773
Acinetobacter phage AB3,1273713,phage,NCBI Refseq,209,NC_021337
Escherichia phage PBECO4,1273738,phage,NCBI Refseq,209,NC_027364
Halorubrum Tailed Virus 5,1273753,phage,NCBI Refseq,209,NC_021320
Halorubrum Tailed Virus 7,1273754,phage,NCBI Refseq,209,NC_021335
Halorubrum Tailed Virus 8,1273755,phage,NCBI Refseq,209,NC_021321
Vibrio phage VfO3K6 (Bacteriophage VfO3K6),127507,phage,NCBI Refseq,209,NC_002362
Vibrio phage VfO4K68 (Bacteriophage VfO4K68),127508,phage,NCBI Refseq,209,NC_002363
Vibrio virus Vf33 (Bacteriophage Vf33),127509,phage,NCBI Refseq,209,NC_005948
Vibrio phage Vf12,127511,phage,NCBI Refseq,209,NC_005949
Staphylococcus phage StauST398-2,1277672,phage,NCBI Refseq,209,NC_021323
Bacillus phage BPS10C,1277886,phage,NCBI Refseq,209,NC_023501
Cyanophage S-RIM32,1278479,phage,NCBI Refseq,209,NC_031235
Cyanophage S-RIM44,1278485,phage,NCBI Refseq,209,NC_047734
Pseudomonas phage PPpW-3,1279082,phage,NCBI Refseq,209,NC_023006
Pseudomonas phage PPpW-4,1279083,phage,NCBI Refseq,209,NC_023005
Burkholderia phage ST79,1282994,phage,NCBI Refseq,209,NC_021343
Serratia phage Eta,1282995,phage,NCBI Refseq,209,NC_021563
Vibrio phage JA-1,1283071,phage,NCBI Refseq,209,NC_021540
Vibrio phage VCO139,1283073,phage,NCBI Refseq,209,NC_049350
Pelagibacter phage HTVC008M,1283076,phage,NCBI Refseq,209,NC_020484
Pelagibacter phage HTVC010P,1283077,phage,NCBI Refseq,209,NC_020481
Pelagibacter phage HTVC011P,1283078,phage,NCBI Refseq,209,NC_020482
Pelagibacter phage HTVC019P,1283079,phage,NCBI Refseq,209,NC_020483
Bacillus phage SIOphi,1285382,phage,NCBI Refseq,209,NC_042133
Lactococcus phage CaseusJM1,1289467,phage,NCBI Refseq,209,NC_049351
Staphylococcus prophage phiPV83,129009,phage,NCBI Refseq,209,NC_002486
Vibrio phage JSF7,1292086,phage,NCBI Refseq,209,NC_047741
Staphylococcus phage LH1,1296641,phage,NCBI Refseq,209,NC_055041
Mycobacterium phage Butters,1296646,phage,NCBI Refseq,209,NC_021061
Mycobacterium phage ShiVal,1296647,phage,NCBI Refseq,209,NC_028674
Bacillus phage JL,1296655,phage,NCBI Refseq,209,NC_028982
Bacillus phage Shanette,1296656,phage,NCBI Refseq,209,NC_028983
Brevibacillus phage Jimmer2,1296658,phage,NCBI Refseq,209,NC_041976
Brevibacillus phage Jimmer1,1296659,phage,NCBI Refseq,209,NC_029104
Brevibacillus phage Abouo,1296661,phage,NCBI Refseq,209,NC_029029
Brevibacillus phage Davies,1296662,phage,NCBI Refseq,209,NC_022980
Sulfolobales Mexican fusellovirus 1 (SMF1),1298531,phage,NCBI Refseq,209,NC_020882
Alteromonas phage vB_AmaP_AD45-P1,1300004,phage,NCBI Refseq,209,NC_021532
Staphylococcus virus phiSLT,130478,phage,NCBI Refseq,209,NC_002661
Clostridium phage vB_CpeS-CP51,1305708,phage,NCBI Refseq,209,NC_021325
Mycobacterium phage FF47,1305710,phage,NCBI Refseq,209,NC_021063
Escherichia phage Lw1,1307804,phage,NCBI Refseq,209,NC_021344
Bacillus phage vB_BanS-Tsamsa,1308863,phage,NCBI Refseq,209,NC_023007
Staphylococcus phage StauST398-4,1308896,phage,NCBI Refseq,209,NC_023499
Staphylococcus phage StauST398-5,1308897,phage,NCBI Refseq,209,NC_023500
Pseudomonas phage LKO4,1308899,phage,NCBI Refseq,209,NC_041934
Bacillus phage MG-B1,1309583,phage,NCBI Refseq,209,NC_021336
Pseudoalteromonas phage RIO-1,1316739,phage,NCBI Refseq,209,NC_021300
Staphylococcus phage PSa3,1319980,phage,NCBI Refseq,209,NC_047855
Edwardsiella phage PEi21,1325372,phage,NCBI Refseq,209,NC_021342
Flavobacterium phage 6H,1325731,phage,NCBI Refseq,209,NC_021867
Mycobacterium phage PegLeg,1325953,phage,NCBI Refseq,209,NC_021299
Salmonella phage L13,1325963,phage,NCBI Refseq,209,NC_021317
Mycobacterium phage CASbig,1327035,phage,NCBI Refseq,209,NC_021324
Mycobacterium phage WIVsmall,1327036,phage,NCBI Refseq,209,NC_021334
Croceibacter phage P2559Y,1327037,phage,NCBI Refseq,209,NC_023614
Streptomyces phage Lika,1327758,phage,NCBI Refseq,209,NC_021298
Streptomyces phage Sujidade,1327759,phage,NCBI Refseq,209,NC_021304
Streptomyces phage Zemlya,1327760,phage,NCBI Refseq,209,NC_021339
Mycobacterium phage Astraea,1327762,phage,NCBI Refseq,209,NC_021349
Mycobacterium phage Dumbo,1327764,phage,NCBI Refseq,209,NC_021306
Mycobacterium phage Fishburne,1327765,phage,NCBI Refseq,209,NC_021302
Mycobacterium phage Newman,1327766,phage,NCBI Refseq,209,NC_021310
Mycobacterium phage HINdeR,1327770,phage,NCBI Refseq,209,NC_021308
Mycobacterium phage Job42,1327771,phage,NCBI Refseq,209,NC_021538
Mycobacterium phage Jobu08,1327772,phage,NCBI Refseq,209,NC_021535
Mycobacterium phage PattyP,1327773,phage,NCBI Refseq,209,NC_021297
Mycobacterium phage Phrux,1327774,phage,NCBI Refseq,209,NC_021309
Mycobacterium phage Severus,1327776,phage,NCBI Refseq,209,NC_021307
Mycobacterium phage SiSi,1327777,phage,NCBI Refseq,209,NC_021301
Cronobacter phage CR8,1327934,phage,NCBI Refseq,209,NC_024354
Cronobacter phage S13,1327935,phage,NCBI Refseq,209,NC_028773
Mycobacterium phage Gizmo,1327936,phage,NCBI Refseq,209,NC_021346
Mycobacterium phage Phaux,1327937,phage,NCBI Refseq,209,NC_021311
Mycobacterium phage ArcherS7,1327938,phage,NCBI Refseq,209,NC_021348
Mycobacterium phage Murphy,1327939,phage,NCBI Refseq,209,NC_021305
Mycobacterium phage Chy4,1327947,phage,NCBI Refseq,209,NC_021338
Mycobacterium phage Chy5,1327948,phage,NCBI Refseq,209,NC_021318
Mycobacterium phage Leo,1327952,phage,NCBI Refseq,209,NC_021556
Escherichia phage JES2013,1327956,phage,NCBI Refseq,209,NC_022323
Pseudomonas phage PAK_P5,1327964,phage,NCBI Refseq,209,NC_022966
Pseudomonas phage CHA_P1,1327965,phage,NCBI Refseq,209,NC_022974
Pseudomonas phage PAK_P4,1327966,phage,NCBI Refseq,209,NC_022986
Cellulophaga phage phi12:2,1327969,phage,NCBI Refseq,209,NC_021797
Cellulophaga phage phi19:1,1327970,phage,NCBI Refseq,209,NC_021799
Cellulophaga phage phi19:3,1327971,phage,NCBI Refseq,209,NC_021789
Cellulophaga phage phi17:2,1327972,phage,NCBI Refseq,209,NC_021798
Cellulophaga phage phi46:1,1327974,phage,NCBI Refseq,209,NC_021800
Cellulophaga phage phi12:1,1327976,phage,NCBI Refseq,209,NC_021791
Cellulophaga phage phi38:1,1327977,phage,NCBI Refseq,209,NC_021796
Cellulophaga phage phi17:1,1327980,phage,NCBI Refseq,209,NC_021795
Cellulophaga phage phi10:1,1327981,phage,NCBI Refseq,209,NC_021802
Cellulophaga phage phi18:1,1327982,phage,NCBI Refseq,209,NC_021790
Cellulophaga phage phi18:3,1327983,phage,NCBI Refseq,209,NC_021794
Cellulophaga phage phi46:3,1327985,phage,NCBI Refseq,209,NC_021792
Cellulophaga phage phi12a:1,1327987,phage,NCBI Refseq,209,NC_021805
Cellulophaga phage phi14:2,1327990,phage,NCBI Refseq,209,NC_021806
Cellulophaga phage phi39:1,1327993,phage,NCBI Refseq,209,NC_021804
Cellulophaga phage phi4:1,1328029,phage,NCBI Refseq,209,NC_021788
Cellulophaga phage phi13:2,1328030,phage,NCBI Refseq,209,NC_021803
Synechococcus T7-like phage S-TIP37,1332145,phage,NCBI Refseq,209,NC_048026
Pseudomonas phage PaBG,1335230,phage,NCBI Refseq,209,NC_022096
Paenibacillus phage phiIBB_P123,1337877,phage,NCBI Refseq,209,NC_021865
Salmonella phage Jersey,1340534,phage,NCBI Refseq,209,NC_021777
Mycobacterium phage Bobi,1340708,phage,NCBI Refseq,209,NC_022055
Mycobacterium phage Redno2,1340709,phage,NCBI Refseq,209,NC_022066
Mycobacterium phage Breeniome,1340712,phage,NCBI Refseq,209,NC_029044
Mycobacterium phage Wanda,1340713,phage,NCBI Refseq,209,NC_022067
Vibrio phage VFJ,1340745,phage,NCBI Refseq,209,NC_021562
Escherichia phage JH2,1340750,phage,NCBI Refseq,209,NC_029023
Staphylococcus phage phiIBB-SEP1,1340769,phage,NCBI Refseq,209,NC_041928
Synechococcus phage ACG-2014h,1340810,phage,NCBI Refseq,209,NC_023587
Synechococcus phage S-MbCM100,1340812,phage,NCBI Refseq,209,NC_023584
Mycobacterium phage LittleCherry,1340818,phage,NCBI Refseq,209,NC_022086
Mycobacterium phage Catdawg,1340819,phage,NCBI Refseq,209,NC_022057
Mycobacterium phage Jabbawokkie,1340820,phage,NCBI Refseq,209,NC_022069
Mycobacterium phage Velveteen,1340821,phage,NCBI Refseq,209,NC_022060
Mycobacterium phage Daenerys,1340822,phage,NCBI Refseq,209,NC_022068
Mycobacterium phage Hamulus,1340824,phage,NCBI Refseq,209,NC_022056
Mycobacterium phage Trouble,1340825,phage,NCBI Refseq,209,NC_022062
Mycobacterium phage Whirlwind,1340826,phage,NCBI Refseq,209,NC_022052
Mycobacterium phage SarFire,1340827,phage,NCBI Refseq,209,NC_022324
